AvgSpotLen	BioSample	DATASTORE_filetype	DATASTORE_provider	DATASTORE_region	Experiment	Gene	Library_Name	LoadDate	MBases	MBytes	Organism	ReleaseDate	Run	SRA_Sample	Sample_Name	Study_type	collected_by	collection_date	geo_loc_name	host	host_disease	isolate	isolation_source	sample_type	strain	Assay_Type	BioProject	BioSampleModel	Center_Name	Consent	InsertSize	Instrument	LibraryLayout	LibrarySelection	LibrarySource	Platform	SRA_Study
344	SAMN08327179	sra	ncbi		SRX3553909	K13, Mitochondrial genome, DHPS, DHFR, CRT, MDR1	17-015	2018-01-11	8	5	Plasmodium falciparum	2018-01-11	SRR6463635	SRS2827284	17SLPAxxx0015PfB1230	Domestic malaria imported sample (MaRS_US)	Pennsylvania	2017	Sierra Leone	Homo sapiens	Malaria	17-015	blood	missing		AMPLICON	PRJNA428490	Microbe, viral or environmental	CENTER FOR DISEASE CONTROL AND PREVENTION	public	0	Illumina MiSeq	PAIRED	PCR	GENOMIC	ILLUMINA	SRP128900
340	SAMN08327178	sra	ncbi		SRX3553910	K13, Mitochondrial genome, DHPS, DHFR, CRT, MDR1	17-014	2018-01-11	13	8	Plasmodium falciparum	2018-01-11	SRR6463634	SRS2827285	17KYWIxxx0014PfB1230	Domestic malaria imported sample (MaRS_US)	Wisconsin	2017	Kenya	Homo sapiens	Malaria	17-014	blood	missing		AMPLICON	PRJNA428490	Microbe, viral or environmental	CENTER FOR DISEASE CONTROL AND PREVENTION	public	0	Illumina MiSeq	PAIRED	PCR	GENOMIC	ILLUMINA	SRP128900
348	SAMN08327177	sra	sra-sos	sra-sos.public	SRX3553911	K13, Mitochondrial genome, DHPS, DHFR, CRT, MDR1	17-011B	2018-01-11	11	7	Plasmodium falciparum	2018-01-11	SRR6463633	SRS2827286	17GHCOxxx011BPfB1230	Domestic malaria imported sample (MaRS_US)	Colorado	2017	Ghana	Homo sapiens	Malaria	17-011B	blood	missing		AMPLICON	PRJNA428490	Microbe, viral or environmental	CENTER FOR DISEASE CONTROL AND PREVENTION	public	0	Illumina MiSeq	PAIRED	PCR	GENOMIC	ILLUMINA	SRP128900
369	SAMN08327176	sra	sra-sos	sra-sos.public	SRX3553912	K13, Mitochondrial genome, DHPS, DHFR, CRT, MDR1	17-011A	2018-01-11	8	5	Plasmodium falciparum	2018-01-11	SRR6463632	SRS2827287	17GHCOxxx011APfB1230	Domestic malaria imported sample (MaRS_US)	Colorado	2017	Ghana	Homo sapiens	Malaria	17-011A	blood	missing		AMPLICON	PRJNA428490	Microbe, viral or environmental	CENTER FOR DISEASE CONTROL AND PREVENTION	public	0	Illumina MiSeq	PAIRED	PCR	GENOMIC	ILLUMINA	SRP128900
338	SAMN08327175	sra	sra-sos	sra-sos.public	SRX3553913	K13, Mitochondrial genome, DHPS, DHFR, CRT, MDR1	17-008	2018-01-11	20	11	Plasmodium falciparum	2018-01-11	SRR6463631	SRS2827289	17xxPAxxx0008PfB1230	Domestic malaria imported sample (MaRS_US)	Pennsylvania	2017		Homo sapiens	Malaria	17-008	blood	missing		AMPLICON	PRJNA428490	Microbe, viral or environmental	CENTER FOR DISEASE CONTROL AND PREVENTION	public	0	Illumina MiSeq	PAIRED	PCR	GENOMIC	ILLUMINA	SRP128900
320	SAMN08327174	sra	ncbi		SRX3553914	K13, Mitochondrial genome, DHPS, DHFR, CRT, MDR1	17-007	2018-01-11	31	18	Plasmodium falciparum	2018-01-11	SRR6463630	SRS2827288	17SLPAxxx0007PfB1230	Domestic malaria imported sample (MaRS_US)	Pennsylvania	2017	Sierra Leone	Homo sapiens	Malaria	17-007	blood	missing		AMPLICON	PRJNA428490	Microbe, viral or environmental	CENTER FOR DISEASE CONTROL AND PREVENTION	public	0	Illumina MiSeq	PAIRED	PCR	GENOMIC	ILLUMINA	SRP128900
340	SAMN08327173	sra	ncbi		SRX3553915	K13, Mitochondrial genome, DHPS, DHFR, CRT, MDR1	17-006	2018-01-11	10	6	Plasmodium falciparum	2018-01-11	SRR6463629	SRS2827291	17xxORxxx0006PfB1230	Domestic malaria imported sample (MaRS_US)	Oregon	2017		Homo sapiens	Malaria	17-006	blood	missing		AMPLICON	PRJNA428490	Microbe, viral or environmental	CENTER FOR DISEASE CONTROL AND PREVENTION	public	0	Illumina MiSeq	PAIRED	PCR	GENOMIC	ILLUMINA	SRP128900
336	SAMN08327172	sra	ncbi		SRX3553916	K13, Mitochondrial genome, DHPS, DHFR, CRT, MDR1	17-005	2018-01-11	23	13	Plasmodium falciparum	2018-01-11	SRR6463628	SRS2827290	17xxORxxx0005PfB1230	Domestic malaria imported sample (MaRS_US)	Oregon	2017		Homo sapiens	Malaria	17-005	blood	missing		AMPLICON	PRJNA428490	Microbe, viral or environmental	CENTER FOR DISEASE CONTROL AND PREVENTION	public	0	Illumina MiSeq	PAIRED	PCR	GENOMIC	ILLUMINA	SRP128900
343	SAMN08327094	sra	sra-sos	sra-sos.public	SRX3553917	K13, Mitochondrial genome, DHPS, DHFR, CRT, MDR1	16-111	2018-01-11	12	7	Plasmodium falciparum	2018-01-11	SRR6463627	SRS2827292	16xxPAxxx0111PfB1230	Domestic malaria imported sample (MaRS_US)	Pennsylvania	2016		Homo sapiens	Malaria	16-111	blood	missing		AMPLICON	PRJNA428490	Microbe, viral or environmental	CENTER FOR DISEASE CONTROL AND PREVENTION	public	0	Illumina MiSeq	PAIRED	PCR	GENOMIC	ILLUMINA	SRP128900
353	SAMN08327095	sra	sra-sos	sra-sos.public	SRX3553918	K13, Mitochondrial genome, DHPS, DHFR, CRT, MDR1	16-112	2018-01-11	7	4	Plasmodium falciparum	2018-01-11	SRR6463626	SRS2827293	16xxAZxxx0112PfB1230	Domestic malaria imported sample (MaRS_US)	Arizona	2016		Homo sapiens	Malaria	16-112	blood	missing		AMPLICON	PRJNA428490	Microbe, viral or environmental	CENTER FOR DISEASE CONTROL AND PREVENTION	public	0	Illumina MiSeq	PAIRED	PCR	GENOMIC	ILLUMINA	SRP128900
335	SAMN08327092	sra	sra-sos	sra-sos.public	SRX3553919	K13, Mitochondrial genome, DHPS, DHFR, CRT, MDR1	16-107	2018-01-11	15	9	Plasmodium falciparum	2018-01-11	SRR6463625	SRS2827294	16GHPAxxx0107PfB1230	Domestic malaria imported sample (MaRS_US)	Pennsylvania	2016	Ghana	Homo sapiens	Malaria	16-107	blood	missing		AMPLICON	PRJNA428490	Microbe, viral or environmental	CENTER FOR DISEASE CONTROL AND PREVENTION	public	0	Illumina MiSeq	PAIRED	PCR	GENOMIC	ILLUMINA	SRP128900
369	SAMN08327093	sra	ncbi		SRX3553920	K13, Mitochondrial genome, DHPS, DHFR, CRT, MDR1	16-108	2018-01-11	13	8	Plasmodium falciparum	2018-01-11	SRR6463624	SRS2827295	16GHPAxxx0108PfB1230	Domestic malaria imported sample (MaRS_US)	Pennsylvania	2016	Ghana	Homo sapiens	Malaria	16-108	blood	missing		AMPLICON	PRJNA428490	Microbe, viral or environmental	CENTER FOR DISEASE CONTROL AND PREVENTION	public	0	Illumina MiSeq	PAIRED	PCR	GENOMIC	ILLUMINA	SRP128900
362	SAMN08327098	sra	sra-sos	sra-sos.public	SRX3553921	K13, Mitochondrial genome, DHPS, DHFR, CRT, MDR1	16-119	2018-01-11	10	6	Plasmodium falciparum	2018-01-11	SRR6463623	SRS2827299	16xxMNxxx0119PfB1230	Domestic malaria imported sample (MaRS_US)	Minnesota	2016		Homo sapiens	Malaria	16-119	blood	missing		AMPLICON	PRJNA428490	Microbe, viral or environmental	CENTER FOR DISEASE CONTROL AND PREVENTION	public	0	Illumina MiSeq	PAIRED	PCR	GENOMIC	ILLUMINA	SRP128900
341	SAMN08327099	sra	ncbi		SRX3553922	K13, Mitochondrial genome, DHPS, DHFR, CRT, MDR1	16-121	2018-01-11	12	7	Plasmodium falciparum	2018-01-11	SRR6463622	SRS2827297	16UGORxxx0121PfB1230	Domestic malaria imported sample (MaRS_US)	Oregon	2016	Uganda	Homo sapiens	Malaria	16-121	blood	missing		AMPLICON	PRJNA428490	Microbe, viral or environmental	CENTER FOR DISEASE CONTROL AND PREVENTION	public	0	Illumina MiSeq	PAIRED	PCR	GENOMIC	ILLUMINA	SRP128900
346	SAMN08327096	sra	ncbi		SRX3553923	K13, Mitochondrial genome, DHPS, DHFR, CRT, MDR1	16-115	2018-01-11	10	5	Plasmodium falciparum	2018-01-11	SRR6463621	SRS2827296	16LIPAxxx0115PfB1230	Domestic malaria imported sample (MaRS_US)	Pennsylvania	2016	Liberia	Homo sapiens	Malaria	16-115	blood	missing		AMPLICON	PRJNA428490	Microbe, viral or environmental	CENTER FOR DISEASE CONTROL AND PREVENTION	public	0	Illumina MiSeq	PAIRED	PCR	GENOMIC	ILLUMINA	SRP128900
298	SAMN08327097	sra	sra-sos	sra-sos.public	SRX3553924	K13, Mitochondrial genome, DHPS, DHFR, CRT, MDR1	16-117	2018-01-11	30	17	Plasmodium falciparum	2018-01-11	SRR6463620	SRS2827298	16MLWIxxx0117PfB1230	Domestic malaria imported sample (MaRS_US)	Wisconsin	2016	Mali	Homo sapiens	Malaria	16-117	blood	missing		AMPLICON	PRJNA428490	Microbe, viral or environmental	CENTER FOR DISEASE CONTROL AND PREVENTION	public	0	Illumina MiSeq	PAIRED	PCR	GENOMIC	ILLUMINA	SRP128900
360	SAMN08327100	sra	ncbi		SRX3553925	K13, Mitochondrial genome, DHPS, DHFR, CRT, MDR1	16-122	2018-01-11	9	5	Plasmodium falciparum	2018-01-11	SRR6463619	SRS2827300	16UGORxxx0122PfB1230	Domestic malaria imported sample (MaRS_US)	Oregon	2016	Uganda	Homo sapiens	Malaria	16-122	blood	missing		AMPLICON	PRJNA428490	Microbe, viral or environmental	CENTER FOR DISEASE CONTROL AND PREVENTION	public	0	Illumina MiSeq	PAIRED	PCR	GENOMIC	ILLUMINA	SRP128900
354	SAMN08327101	sra	ncbi		SRX3553926	K13, Mitochondrial genome, DHPS, DHFR, CRT, MDR1	16-126	2018-01-11	14	8	Plasmodium falciparum	2018-01-11	SRR6463618	SRS2827301	16xxAZxxx0126PfB1230	Domestic malaria imported sample (MaRS_US)	Arizona	2016		Homo sapiens	Malaria	16-126	blood	missing		AMPLICON	PRJNA428490	Microbe, viral or environmental	CENTER FOR DISEASE CONTROL AND PREVENTION	public	0	Illumina MiSeq	PAIRED	PCR	GENOMIC	ILLUMINA	SRP128900
502	SAMN08326994	sra	ncbi		SRX3553927	K13, Mitochondrial genome, DHPS, DHFR, CRT, MDR1	5834	2018-01-11	7	3	Plasmodium falciparum	2018-01-11	SRR6463617	SRS2827302	14xxPAxxx5834PfB1230	Domestic malaria imported sample (MaRS_US)	Pennsylvania	2014		Homo sapiens	Malaria	5834	blood	missing		AMPLICON	PRJNA428490	Microbe, viral or environmental	CENTER FOR DISEASE CONTROL AND PREVENTION	public	0	Illumina MiSeq	PAIRED	PCR	GENOMIC	ILLUMINA	SRP128900
502	SAMN08326995	sra	sra-sos	sra-sos.public	SRX3553928	K13, Mitochondrial genome, DHPS, DHFR, CRT, MDR1	5836	2018-01-11	4	2	Plasmodium falciparum	2018-01-11	SRR6463616	SRS2827304	14NIRIxxx5836PfB1230	Domestic malaria imported sample (MaRS_US)	Rhode Island	2014	Nigeria	Homo sapiens	Malaria	5836	blood	missing		AMPLICON	PRJNA428490	Microbe, viral or environmental	CENTER FOR DISEASE CONTROL AND PREVENTION	public	0	Illumina MiSeq	PAIRED	PCR	GENOMIC	ILLUMINA	SRP128900
502	SAMN08326992	sra	ncbi		SRX3553929	K13, Mitochondrial genome, DHPS, DHFR, CRT, MDR1	5830	2018-01-11	10	5	Plasmodium falciparum	2018-01-11	SRR6463615	SRS2827303	14ICNCxxx5830PfB1230	Domestic malaria imported sample (MaRS_US)	North Carolina	2014	Cote d'Ivoire	Homo sapiens	Malaria	5830	blood	missing		AMPLICON	PRJNA428490	Microbe, viral or environmental	CENTER FOR DISEASE CONTROL AND PREVENTION	public	0	Illumina MiSeq	PAIRED	PCR	GENOMIC	ILLUMINA	SRP128900
502	SAMN08326993	sra	ncbi		SRX3553930	K13, Mitochondrial genome, DHPS, DHFR, CRT, MDR1	5833	2018-01-11	8	4	Plasmodium falciparum	2018-01-11	SRR6463614	SRS2827305	14LIPAxxx5833PfB1230	Domestic malaria imported sample (MaRS_US)	Pennsylvania	2014	Liberia	Homo sapiens	Malaria	5833	blood	missing		AMPLICON	PRJNA428490	Microbe, viral or environmental	CENTER FOR DISEASE CONTROL AND PREVENTION	public	0	Illumina MiSeq	PAIRED	PCR	GENOMIC	ILLUMINA	SRP128900
502	SAMN08326998	sra	sra-sos	sra-sos.public	SRX3553931	K13, Mitochondrial genome, DHPS, DHFR, CRT, MDR1	5839	2018-01-11	10	5	Plasmodium falciparum	2018-01-11	SRR6463613	SRS2827307	14LIPAxxx5839PfB1230	Domestic malaria imported sample (MaRS_US)	Pennsylvania	2014	Liberia	Homo sapiens	Malaria	5839	blood	missing		AMPLICON	PRJNA428490	Microbe, viral or environmental	CENTER FOR DISEASE CONTROL AND PREVENTION	public	0	Illumina MiSeq	PAIRED	PCR	GENOMIC	ILLUMINA	SRP128900
502	SAMN08326999	sra	ncbi		SRX3553932	K13, Mitochondrial genome, DHPS, DHFR, CRT, MDR1	5847	2018-01-11	7	4	Plasmodium falciparum	2018-01-11	SRR6463612	SRS2827306	14LIPAxxx5847PfB1230	Domestic malaria imported sample (MaRS_US)	Pennsylvania	2014	Liberia	Homo sapiens	Malaria	5847	blood	missing		AMPLICON	PRJNA428490	Microbe, viral or environmental	CENTER FOR DISEASE CONTROL AND PREVENTION	public	0	Illumina MiSeq	PAIRED	PCR	GENOMIC	ILLUMINA	SRP128900
502	SAMN08326996	sra	sra-sos	sra-sos.public	SRX3553933	K13, Mitochondrial genome, DHPS, DHFR, CRT, MDR1	5837	2018-01-11	4	2	Plasmodium falciparum	2018-01-11	SRR6463611	SRS2827308	14LIPAxxx5837PfB1230	Domestic malaria imported sample (MaRS_US)	Pennsylvania	2014	Liberia	Homo sapiens	Malaria	5837	blood	missing		AMPLICON	PRJNA428490	Microbe, viral or environmental	CENTER FOR DISEASE CONTROL AND PREVENTION	public	0	Illumina MiSeq	PAIRED	PCR	GENOMIC	ILLUMINA	SRP128900
502	SAMN08326997	sra	ncbi		SRX3553934	K13, Mitochondrial genome, DHPS, DHFR, CRT, MDR1	5838	2018-01-11	12	6	Plasmodium falciparum	2018-01-11	SRR6463610	SRS2827309	14LIPAxxx5838PfB1230	Domestic malaria imported sample (MaRS_US)	Pennsylvania	2014	Liberia	Homo sapiens	Malaria	5838	blood	missing		AMPLICON	PRJNA428490	Microbe, viral or environmental	CENTER FOR DISEASE CONTROL AND PREVENTION	public	0	Illumina MiSeq	PAIRED	PCR	GENOMIC	ILLUMINA	SRP128900
502	SAMN08327000	sra	ncbi		SRX3553935	K13, Mitochondrial genome, DHPS, DHFR, CRT, MDR1	5848	2018-01-11	7	3	Plasmodium falciparum	2018-01-11	SRR6463609	SRS2827314	14UGPAxxx5848PfB1230	Domestic malaria imported sample (MaRS_US)	Pennsylvania	2014	Uganda	Homo sapiens	Malaria	5848	blood	missing		AMPLICON	PRJNA428490	Microbe, viral or environmental	CENTER FOR DISEASE CONTROL AND PREVENTION	public	0	Illumina MiSeq	PAIRED	PCR	GENOMIC	ILLUMINA	SRP128900
502	SAMN08327001	sra	sra-sos	sra-sos.public	SRX3553936	K13, Mitochondrial genome, DHPS, DHFR, CRT, MDR1	5851	2018-01-11	7	4	Plasmodium falciparum	2018-01-11	SRR6463608	SRS2827310	14LIPAxxx5851PfB1230	Domestic malaria imported sample (MaRS_US)	Pennsylvania	2014	Liberia	Homo sapiens	Malaria	5851	blood	missing		AMPLICON	PRJNA428490	Microbe, viral or environmental	CENTER FOR DISEASE CONTROL AND PREVENTION	public	0	Illumina MiSeq	PAIRED	PCR	GENOMIC	ILLUMINA	SRP128900
502	SAMN08327012	sra	ncbi		SRX3553937	K13, Mitochondrial genome, DHPS, DHFR, CRT, MDR1	5881	2018-01-11	7	3	Plasmodium falciparum	2018-01-11	SRR6463607	SRS2827311	14NIPAxxx5881PfB1230	Domestic malaria imported sample (MaRS_US)	Pennsylvania	2014	Nigeria	Homo sapiens	Malaria	5881	blood	missing		AMPLICON	PRJNA428490	Microbe, viral or environmental	CENTER FOR DISEASE CONTROL AND PREVENTION	public	0	Illumina MiSeq	PAIRED	PCR	GENOMIC	ILLUMINA	SRP128900
502	SAMN08327013	sra	sra-sos	sra-sos.public	SRX3553938	K13, Mitochondrial genome, DHPS, DHFR, CRT, MDR1	5882	2018-01-11	3	1	Plasmodium falciparum	2018-01-11	SRR6463606	SRS2827312	14LIPAxxx5882PfB1230	Domestic malaria imported sample (MaRS_US)	Pennsylvania	2014	Liberia	Homo sapiens	Malaria	5882	blood	missing		AMPLICON	PRJNA428490	Microbe, viral or environmental	CENTER FOR DISEASE CONTROL AND PREVENTION	public	0	Illumina MiSeq	PAIRED	PCR	GENOMIC	ILLUMINA	SRP128900
502	SAMN08327014	sra	sra-sos	sra-sos.public	SRX3553939	K13, Mitochondrial genome, DHPS, DHFR, CRT, MDR1	5884	2018-01-11	8	4	Plasmodium falciparum	2018-01-11	SRR6463605	SRS2827313	14xxVAxxx5884PfB1230	Domestic malaria imported sample (MaRS_US)	Virginia	2014		Homo sapiens	Malaria	5884	blood	missing		AMPLICON	PRJNA428490	Microbe, viral or environmental	CENTER FOR DISEASE CONTROL AND PREVENTION	public	0	Illumina MiSeq	PAIRED	PCR	GENOMIC	ILLUMINA	SRP128900
336	SAMN08327040	sra	sra-sos	sra-sos.public	SRX3553940	K13, Mitochondrial genome, DHPS, DHFR, CRT, MDR1	16-020	2018-01-11	30	17	Plasmodium falciparum	2018-01-11	SRR6463604	SRS2827315	16xxPAxxx0020PfB1230	Domestic malaria imported sample (MaRS_US)	Pennslyvania	2016		Homo sapiens	Malaria	16-020	blood	missing		AMPLICON	PRJNA428490	Microbe, viral or environmental	CENTER FOR DISEASE CONTROL AND PREVENTION	public	0	Illumina MiSeq	PAIRED	PCR	GENOMIC	ILLUMINA	SRP128900
373	SAMN08327024	sra	sra-sos	sra-sos.public	SRX3553941	K13, Mitochondrial genome, DHPS, DHFR, CRT, MDR1	5915	2018-01-11	11	6	Plasmodium falciparum	2018-01-11	SRR6463603	SRS2827317	14xxxxxxx5915PfB1230	Domestic malaria imported sample (MaRS_US)		2014		Homo sapiens	Malaria	5915	blood	missing		AMPLICON	PRJNA428490	Microbe, viral or environmental	CENTER FOR DISEASE CONTROL AND PREVENTION	public	0	Illumina MiSeq	PAIRED	PCR	GENOMIC	ILLUMINA	SRP128900
502	SAMN08327015	sra	ncbi		SRX3553942	K13, Mitochondrial genome, DHPS, DHFR, CRT, MDR1	5885	2018-01-11	3	1	Plasmodium falciparum	2018-01-11	SRR6463602	SRS2827318	14xxxxxxx5885PfB1230	Domestic malaria imported sample (MaRS_US)		2014		Homo sapiens	Malaria	5885	blood	missing		AMPLICON	PRJNA428490	Microbe, viral or environmental	CENTER FOR DISEASE CONTROL AND PREVENTION	public	0	Illumina MiSeq	PAIRED	PCR	GENOMIC	ILLUMINA	SRP128900
502	SAMN08327016	sra	sra-sos	sra-sos.public	SRX3553943	K13, Mitochondrial genome, DHPS, DHFR, CRT, MDR1	5889	2018-01-11	6	3	Plasmodium falciparum	2018-01-11	SRR6463601	SRS2827316	14KYNYxxx5889PfB1230	Domestic malaria imported sample (MaRS_US)	New York	2014	Kenya	Homo sapiens	Malaria	5889	blood	missing		AMPLICON	PRJNA428490	Microbe, viral or environmental	CENTER FOR DISEASE CONTROL AND PREVENTION	public	0	Illumina MiSeq	PAIRED	PCR	GENOMIC	ILLUMINA	SRP128900
502	SAMN08327017	sra	ncbi		SRX3553944	K13, Mitochondrial genome, DHPS, DHFR, CRT, MDR1	5896	2018-01-11	5	3	Plasmodium falciparum	2018-01-11	SRR6463600	SRS2827319	14GHRIxxx5896PfB1230	Domestic malaria imported sample (MaRS_US)	Rhode Island	2014	Ghana	Homo sapiens	Malaria	5896	blood	missing		AMPLICON	PRJNA428490	Microbe, viral or environmental	CENTER FOR DISEASE CONTROL AND PREVENTION	public	0	Illumina MiSeq	PAIRED	PCR	GENOMIC	ILLUMINA	SRP128900
323	SAMN08327103	sra	ncbi		SRX3553945	K13, Mitochondrial genome, DHPS, DHFR, CRT, MDR1	16-130	2018-01-11	19	10	Plasmodium falciparum	2018-01-11	SRR6463599	SRS2827320	16TOAZxxx0130PfB1230	Domestic malaria imported sample (MaRS_US)	Arizona	2016	Togo	Homo sapiens	Malaria	16-130	blood	missing		AMPLICON	PRJNA428490	Microbe, viral or environmental	CENTER FOR DISEASE CONTROL AND PREVENTION	public	0	Illumina MiSeq	PAIRED	PCR	GENOMIC	ILLUMINA	SRP128900
356	SAMN08327102	sra	sra-sos	sra-sos.public	SRX3553946	K13, Mitochondrial genome, DHPS, DHFR, CRT, MDR1	16-127	2018-01-11	45	29	Plasmodium falciparum	2018-01-11	SRR6463598	SRS2827321	16TOVAxxx0127PfB1230	Domestic malaria imported sample (MaRS_US)	Virginia	2016	Togo	Homo sapiens	Malaria	16-127	blood	missing		AMPLICON	PRJNA428490	Microbe, viral or environmental	CENTER FOR DISEASE CONTROL AND PREVENTION	public	0	Illumina MiSeq	PAIRED	PCR	GENOMIC	ILLUMINA	SRP128900
353	SAMN08327105	sra	ncbi		SRX3553947	K13, Mitochondrial genome, DHPS, DHFR, CRT, MDR1	16-132	2018-01-11	7	4	Plasmodium falciparum	2018-01-11	SRR6463597	SRS2827322	16HTNJxxx0132PfB1230	Domestic malaria imported sample (MaRS_US)	New Jersey	2016	Haiti	Homo sapiens	Malaria	16-132	blood	missing		AMPLICON	PRJNA428490	Microbe, viral or environmental	CENTER FOR DISEASE CONTROL AND PREVENTION	public	0	Illumina MiSeq	PAIRED	PCR	GENOMIC	ILLUMINA	SRP128900
334	SAMN08327104	sra	sra-sos	sra-sos.public	SRX3553948	K13, Mitochondrial genome, DHPS, DHFR, CRT, MDR1	16-131	2018-01-11	21	12	Plasmodium falciparum	2018-01-11	SRR6463596	SRS2827323	16NIMTxxx0131PfB1230	Domestic malaria imported sample (MaRS_US)	Montana	2016	Nigeria	Homo sapiens	Malaria	16-131	blood	missing		AMPLICON	PRJNA428490	Microbe, viral or environmental	CENTER FOR DISEASE CONTROL AND PREVENTION	public	0	Illumina MiSeq	PAIRED	PCR	GENOMIC	ILLUMINA	SRP128900
330	SAMN08327107	sra	sra-sos	sra-sos.public	SRX3553949	K13, Mitochondrial genome, DHPS, DHFR, CRT, MDR1	16-135	2018-01-11	25	15	Plasmodium falciparum	2018-01-11	SRR6463595	SRS2827325	16xxMOxxx0135PfB1230	Domestic malaria imported sample (MaRS_US)	Missouri	2016		Homo sapiens	Malaria	16-135	blood	missing		AMPLICON	PRJNA428490	Microbe, viral or environmental	CENTER FOR DISEASE CONTROL AND PREVENTION	public	0	Illumina MiSeq	PAIRED	PCR	GENOMIC	ILLUMINA	SRP128900
332	SAMN08327106	sra	sra-sos	sra-sos.public	SRX3553950	K13, Mitochondrial genome, DHPS, DHFR, CRT, MDR1	16-133	2018-01-11	35	20	Plasmodium falciparum	2018-01-11	SRR6463594	SRS2827324	16xxMSxxx0133PfB1230	Domestic malaria imported sample (MaRS_US)	Missouri	2016		Homo sapiens	Malaria	16-133	blood	missing		AMPLICON	PRJNA428490	Microbe, viral or environmental	CENTER FOR DISEASE CONTROL AND PREVENTION	public	0	Illumina MiSeq	PAIRED	PCR	GENOMIC	ILLUMINA	SRP128900
346	SAMN08327109	sra	ncbi		SRX3553951	K13, Mitochondrial genome, DHPS, DHFR, CRT, MDR1	16-138	2018-01-11	32	18	Plasmodium falciparum	2018-01-11	SRR6463593	SRS2827326	16xxORxxx0138PfB1230	Domestic malaria imported sample (MaRS_US)	Oregon	2016		Homo sapiens	Malaria	16-138	blood	missing		AMPLICON	PRJNA428490	Microbe, viral or environmental	CENTER FOR DISEASE CONTROL AND PREVENTION	public	0	Illumina MiSeq	PAIRED	PCR	GENOMIC	ILLUMINA	SRP128900
333	SAMN08327108	sra	sra-sos	sra-sos.public	SRX3553952	K13, Mitochondrial genome, DHPS, DHFR, CRT, MDR1	16-136	2018-01-11	35	21	Plasmodium falciparum	2018-01-11	SRR6463592	SRS2827327	16xxPAxxx0136PfB1230	Domestic malaria imported sample (MaRS_US)	Pennsylvania	2016		Homo sapiens	Malaria	16-136	blood	missing		AMPLICON	PRJNA428490	Microbe, viral or environmental	CENTER FOR DISEASE CONTROL AND PREVENTION	public	0	Illumina MiSeq	PAIRED	PCR	GENOMIC	ILLUMINA	SRP128900
340	SAMN08327111	sra	sra-sos	sra-sos.public	SRX3553953	K13, Mitochondrial genome, DHPS, DHFR, CRT, MDR1	16-142	2018-01-11	11	6	Plasmodium falciparum	2018-01-11	SRR6463591	SRS2827330	16JMWAxxx0142PfB1230	Domestic malaria imported sample (MaRS_US)	Washington	2016	Jamaica	Homo sapiens	Malaria	16-142	blood	missing		AMPLICON	PRJNA428490	Microbe, viral or environmental	CENTER FOR DISEASE CONTROL AND PREVENTION	public	0	Illumina MiSeq	PAIRED	PCR	GENOMIC	ILLUMINA	SRP128900
342	SAMN08327110	sra	sra-sos	sra-sos.public	SRX3553954	K13, Mitochondrial genome, DHPS, DHFR, CRT, MDR1	16-139	2018-01-11	25	14	Plasmodium falciparum	2018-01-11	SRR6463590	SRS2827329	16xxTNxxx0139PfB1230	Domestic malaria imported sample (MaRS_US)	Tennesse	2016		Homo sapiens	Malaria	16-139	blood	missing		AMPLICON	PRJNA428490	Microbe, viral or environmental	CENTER FOR DISEASE CONTROL AND PREVENTION	public	0	Illumina MiSeq	PAIRED	PCR	GENOMIC	ILLUMINA	SRP128900
502	SAMN08327019	sra	sra-sos	sra-sos.public	SRX3553955	K13, Mitochondrial genome, DHPS, DHFR, CRT, MDR1	5899	2018-01-11	4	2	Plasmodium falciparum	2018-01-11	SRR6463589	SRS2827328	14xxxxxxx5899PfB1230	Domestic malaria imported sample (MaRS_US)		2014		Homo sapiens	Malaria	5899	blood	missing		AMPLICON	PRJNA428490	Microbe, viral or environmental	CENTER FOR DISEASE CONTROL AND PREVENTION	public	0	Illumina MiSeq	PAIRED	PCR	GENOMIC	ILLUMINA	SRP128900
341	SAMN08327041	sra	sra-sos	sra-sos.public	SRX3553956	K13, Mitochondrial genome, DHPS, DHFR, CRT, MDR1	16-021	2018-01-11	22	13	Plasmodium falciparum	2018-01-11	SRR6463588	SRS2827331	16GHSCxxx0021PfB1230	Domestic malaria imported sample (MaRS_US)	South carolina	2016	Ghana	Homo sapiens	Malaria	16-021	blood	missing		AMPLICON	PRJNA428490	Microbe, viral or environmental	CENTER FOR DISEASE CONTROL AND PREVENTION	public	0	Illumina MiSeq	PAIRED	PCR	GENOMIC	ILLUMINA	SRP128900
338	SAMN08327043	sra	ncbi		SRX3553957	K13, Mitochondrial genome, DHPS, DHFR, CRT, MDR1	16-024	2018-01-11	13	7	Plasmodium falciparum	2018-01-11	SRR6463587	SRS2827333	16KYAZxxx0024PfB1230	Domestic malaria imported sample (MaRS_US)	Arizona	2016	Kenya	Homo sapiens	Malaria	16-024	blood	missing		AMPLICON	PRJNA428490	Microbe, viral or environmental	CENTER FOR DISEASE CONTROL AND PREVENTION	public	0	Illumina MiSeq	PAIRED	PCR	GENOMIC	ILLUMINA	SRP128900
